timestamp,frequency_Hz,frequency_MHz,rms,active
2025-08-30T13:03:08.105025,144875000,144.875,0.0,0
2025-08-30T13:03:08.193617,144900000,144.9,0.0,0
2025-08-30T13:03:08.276145,144925000,144.925,0.0,0
2025-08-30T13:03:08.358445,144950000,144.95,0.0,0
2025-08-30T13:03:08.458993,144975000,144.975,0.0,0
2025-08-30T13:03:08.551412,145000000,145.0,0.0,0
2025-08-30T13:03:08.639132,145025000,145.025,0.0,0
2025-08-30T13:03:08.724322,145050000,145.05,0.0,0
2025-08-30T13:03:08.807821,145075000,145.075,0.0,0
2025-08-30T13:03:08.889760,145100000,145.1,0.0,0
2025-08-30T13:03:08.974210,145125000,145.125,0.0,0
2025-08-30T13:03:09.059820,145150000,145.15,0.0,0
2025-08-30T13:03:09.148700,145175000,145.175,0.0,0
2025-08-30T13:03:09.236646,145200000,145.2,0.0,0
2025-08-30T13:03:09.323925,145225000,145.225,0.0,0
2025-08-30T13:03:09.417339,145250000,145.25,0.0,0
2025-08-30T13:03:09.509717,145275000,145.275,0.0,0
2025-08-30T13:03:09.592624,145300000,145.3,0.0,0
2025-08-30T13:03:09.677228,145325000,145.325,0.0,0
2025-08-30T13:03:09.765305,145350000,145.35,0.0,0
2025-08-30T13:03:09.851652,145375000,145.375,0.0,0
2025-08-30T13:03:09.942647,145400000,145.4,0.0,0
2025-08-30T13:03:10.032464,145425000,145.425,0.0,0
2025-08-30T13:03:10.126912,145450000,145.45,0.0,0
2025-08-30T13:03:10.210269,145475000,145.475,0.0,0
2025-08-30T13:03:10.293138,145500000,145.5,0.0,0
